Ox,HOx,H2Ox+2,HRed1,H2Red1+,H3Red1+2,H2Red2,H3Red2+,H4Red2+2
CCP(=O)(CC)C1=CC(=N)C=CC1=C1C=CC(=N)C=C1P(=O)(CC)CC,CCP(=O)(CC)C1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1P(=O)(CC)CC,CCP(=O)(CC)C1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1P(=O)(CC)CC,CCP(=O)(CC)C1=CC(=N)C=C[C]1C1=C(P(=O)(CC)CC)C=C(N)C=C1,CCP(=O)(CC)C1=CC(=[NH2])C=C[C]1C1=C(P(=O)(CC)CC)C=C(N)C=C1,CCP(=O)(CC)C1=CC(=[NH2])C=C[C]1C1=C(P(=O)(CC)CC)C=C([NH3])C=C1,CCP(=O)(CC)c1cc(N)ccc1-c1ccc(N)cc1P(=O)(CC)CC,CCP(=O)(CC)c1cc(N)ccc1-c1ccc([NH3])cc1P(=O)(CC)CC,CCP(=O)(CC)c1cc([NH3])ccc1-c1ccc([NH3])cc1P(=O)(CC)CC
C=CCC1=CC(=C2C=CC(=N)C(CC=C)=C2)C=CC1=N,C=CCC1=CC(=C2C=CC(=[NH2+])C(CC=C)=C2)C=CC1=N,C=CCC1=CC(=C2C=CC(=[NH2+])C(CC=C)=C2)C=CC1=[NH2+],C=CCC1=C[C](C2=CC=C(N)C(CC=C)=C2)C=CC1=N,C=CCC1=C[C](C2=CC=C(N)C(CC=C)=C2)C=CC1=[NH2],C=CCC1=C[C](C2=CC=C([NH3])C(CC=C)=C2)C=CC1=[NH2],C=CCc1cc(-c2ccc(N)c(CC=C)c2)ccc1N,C=CCc1cc(-c2ccc([NH3])c(CC=C)c2)ccc1N,C=CCc1cc(-c2ccc([NH3])c(CC=C)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C=C2Br)C(Br)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2Br)C(Br)=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2Br)C(Br)=C1,N=C1C=C[C](C2=CC=C(N)C=C2Br)C(Br)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2Br)C(Br)=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2Br)C(Br)=C1,Nc1ccc(-c2ccc(N)cc2Br)c(Br)c1,Nc1ccc(-c2ccc([NH3])cc2Br)c(Br)c1,[NH3]c1ccc(-c2ccc([NH3])cc2Br)c(Br)c1
N=C1C=CC(=C2C=CC(=N)C(C(F)F)=C2)C=C1C(F)F,N=C1C=CC(=C2C=CC(=[NH2+])C(C(F)F)=C2)C=C1C(F)F,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(C(F)F)=C2)C=C1C(F)F,N=C1C=C[C](C2=CC=C(N)C(C(F)F)=C2)C=C1C(F)F,NC1=CC=C([C]2C=CC(=[NH2])C(C(F)F)=C2)C=C1C(F)F,[NH2]=C1C=C[C](C2=CC=C([NH3])C(C(F)F)=C2)C=C1C(F)F,Nc1ccc(-c2ccc(N)c(C(F)F)c2)cc1C(F)F,Nc1ccc(-c2ccc([NH3])c(C(F)F)c2)cc1C(F)F,[NH3]c1ccc(-c2ccc([NH3])c(C(F)F)c2)cc1C(F)F
N=C1C=C(F)C(=C2C(F)=CC(=N)C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,N=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,[NH2+]=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,N=C1C=C(F)[C](C2=C(F)C=C(N)C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,NC1=CC(F)=C([C]2C(F)=CC(=[NH2])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,[NH2]=C1C=C(F)[C](C2=C(F)C=C([NH3])C=C2S(F)(F)(F)(F)F)C(S(F)(F)(F)(F)F)=C1,Nc1cc(F)c(-c2c(F)cc(N)cc2S(F)(F)(F)(F)F)c(S(F)(F)(F)(F)F)c1,Nc1cc(F)c(-c2c(F)cc([NH3])cc2S(F)(F)(F)(F)F)c(S(F)(F)(F)(F)F)c1,[NH3]c1cc(F)c(-c2c(F)cc([NH3])cc2S(F)(F)(F)(F)F)c(S(F)(F)(F)(F)F)c1
CC#CC1=CC(=C2C=CC(=N)C(C#CC)=C2)C=CC1=N,CC#CC1=CC(=C2C=CC(=[NH2+])C(C#CC)=C2)C=CC1=N,CC#CC1=CC(=C2C=CC(=[NH2+])C(C#CC)=C2)C=CC1=[NH2+],CC#CC1=C[C](C2=CC=C(N)C(C#CC)=C2)C=CC1=N,CC#CC1=C[C](C2=CC=C(N)C(C#CC)=C2)C=CC1=[NH2],CC#CC1=C[C](C2=CC=C([NH3])C(C#CC)=C2)C=CC1=[NH2],CC#Cc1cc(-c2ccc(N)c(C#CC)c2)ccc1N,CC#Cc1cc(-c2ccc([NH3])c(C#CC)c2)ccc1N,CC#Cc1cc(-c2ccc([NH3])c(C#CC)c2)ccc1[NH3]
N=C1C=C(I)C(=C2C=C(N)C(=N)C(F)=C2Br)C(F)=C1N,N=C1C(N)=CC(=C2C(I)=CC(=[NH2+])C(N)=C2F)C(Br)=C1F,NC1=CC(=C2C(I)=CC(=[NH2+])C(N)=C2F)C(Br)=C(F)C1=[NH2+],N=C1C(N)=C[C](C2=C(I)C=C(N)C(N)=C2F)C(Br)=C1F,NC1=C[C](C2=C(I)C=C(N)C(N)=C2F)C(Br)=C(F)C1=[NH2],NC1=C[C](C2=C(I)C=C([NH3])C(N)=C2F)C(Br)=C(F)C1=[NH2],Nc1cc(-c2c(I)cc(N)c(N)c2F)c(Br)c(F)c1N,Nc1cc(-c2c(I)cc([NH3])c(N)c2F)c(Br)c(F)c1N,Nc1cc(-c2c(I)cc([NH3])c(N)c2F)c(Br)c(F)c1[NH3]
N=C1C=C(I)C(=C2C(I)=CC(=N)C(N)=C2F)C(F)=C1N,N=C1C=C(I)C(=C2C(I)=CC(=[NH2+])C(N)=C2F)C(F)=C1N,NC1=C(F)C(=C2C(I)=CC(=[NH2+])C(N)=C2F)C(I)=CC1=[NH2+],N=C1C=C(I)[C](C2=C(I)C=C(N)C(N)=C2F)C(F)=C1N,NC1=CC(I)=C([C]2C(I)=CC(=[NH2])C(N)=C2F)C(F)=C1N,NC1=C(F)[C](C2=C(I)C=C([NH3])C(N)=C2F)C(I)=CC1=[NH2],Nc1cc(I)c(-c2c(I)cc(N)c(N)c2F)c(F)c1N,Nc1cc(I)c(-c2c(I)cc([NH3])c(N)c2F)c(F)c1N,Nc1c([NH3])cc(I)c(-c2c(I)cc([NH3])c(N)c2F)c1F
N=C1C(N)=CC(=C2C=C(N)C(=N)C(F)=C2Br)C(Br)=C1F,N=C1C(N)=CC(=C2C=C(N)C(=[NH2+])C(F)=C2Br)C(Br)=C1F,NC1=CC(=C2C=C(N)C(=[NH2+])C(F)=C2Br)C(Br)=C(F)C1=[NH2+],N=C1C(N)=C[C](C2=CC(N)=C(N)C(F)=C2Br)C(Br)=C1F,NC1=C[C](C2=CC(N)=C(N)C(F)=C2Br)C(Br)=C(F)C1=[NH2],NC1=C[C](C2=CC(N)=C([NH3])C(F)=C2Br)C(Br)=C(F)C1=[NH2],Nc1cc(-c2cc(N)c(N)c(F)c2Br)c(Br)c(F)c1N,Nc1cc(-c2cc(N)c([NH3])c(F)c2Br)c(Br)c(F)c1N,Nc1cc(-c2cc(N)c([NH3])c(F)c2Br)c(Br)c(F)c1[NH3]
N=C1C=CC(=C2C=CC(=N)C(N=P)=C2)C=C1N=P,N=C1C=CC(=C2C=CC(=[NH2+])C(N=P)=C2)C=C1N=P,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(N=P)=C2)C=C1N=P,N=C1C=C[C](C2=CC=C(N)C(N=P)=C2)C=C1N=P,NC1=CC=C([C]2C=CC(=[NH2])C(N=P)=C2)C=C1N=P,[NH2]=C1C=C[C](C2=CC=C([NH3])C(N=P)=C2)C=C1N=P,Nc1ccc(-c2ccc(N)c(N=P)c2)cc1N=P,Nc1ccc(-c2ccc([NH3])c(N=P)c2)cc1N=P,[NH3]c1ccc(-c2ccc([NH3])c(N=P)c2)cc1N=P
N=C1C=CC(=C2C=CC(=N)C=C2)C=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2)C=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2)C=C1,N=C1C=C[C](C2=CC=C(N)C=C2)C=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2)C=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2)C=C1,Nc1ccc(-c2ccc(N)cc2)cc1,Nc1ccc(-c2ccc([NH3])cc2)cc1,[NH3]c1ccc(-c2ccc([NH3])cc2)cc1
N=C1C=CC(=C2C=CC(=N)C(N=O)=C2)C=C1N=O,N=C1C=CC(=C2C=CC(=[NH2+])C(N=O)=C2)C=C1N=O,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(N=O)=C2)C=C1N=O,N=C1C=C[C](C2=CC=C(N)C(N=O)=C2)C=C1N=O,NC1=CC=C([C]2C=CC(=[NH2])C(N=O)=C2)C=C1N=O,[NH2]=C1C=C[C](C2=CC=C([NH3])C(N=O)=C2)C=C1N=O,Nc1ccc(-c2ccc(N)c(N=O)c2)cc1N=O,Nc1ccc(-c2ccc([NH3])c(N=O)c2)cc1N=O,[NH3]c1ccc(-c2ccc([NH3])c(N=O)c2)cc1N=O
N=C1C=CC(=C2C=CC(=N)C(S(F)(F)(F)(F)F)=C2)C=C1S(F)(F)(F)(F)F,N=C1C=CC(=C2C=CC(=[NH2+])C(S(F)(F)(F)(F)F)=C2)C=C1S(F)(F)(F)(F)F,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(S(F)(F)(F)(F)F)=C2)C=C1S(F)(F)(F)(F)F,N=C1C=C[C](C2=CC=C(N)C(S(F)(F)(F)(F)F)=C2)C=C1S(F)(F)(F)(F)F,NC1=CC=C([C]2C=CC(=[NH2])C(S(F)(F)(F)(F)F)=C2)C=C1S(F)(F)(F)(F)F,[NH2]=C1C=C[C](C2=CC=C([NH3])C(S(F)(F)(F)(F)F)=C2)C=C1S(F)(F)(F)(F)F,Nc1ccc(-c2ccc(N)c(S(F)(F)(F)(F)F)c2)cc1S(F)(F)(F)(F)F,Nc1ccc(-c2ccc([NH3])c(S(F)(F)(F)(F)F)c2)cc1S(F)(F)(F)(F)F,[NH3]c1ccc(-c2ccc([NH3])c(S(F)(F)(F)(F)F)c2)cc1S(F)(F)(F)(F)F
[C-]#[N+]C1=C(N)C(=N)C=CC1=C1C=CC(=N)C(N)=C1[N+]#[C-],[C-]#[N+]C1=C(N)C(=N)C=CC1=C1C=CC(=[NH2+])C(N)=C1[N+]#[C-],[C-]#[N+]C1=C(N)C(=[NH2+])C=CC1=C1C=CC(=[NH2+])C(N)=C1[N+]#[C-],[C-]#[N+]C1=C(N)C(=N)C=C[C]1C1=CC=C(N)C(N)=C1[N+]#[C-],[C-]#[N+]C1=C(N)C(=[NH2])C=C[C]1C1=CC=C(N)C(N)=C1[N+]#[C-],[C-]#[N+]C1=C(N)C(=[NH2])C=C[C]1C1=CC=C([NH3])C(N)=C1[N+]#[C-],[C-]#[N+]c1c(-c2ccc(N)c(N)c2[N+]#[C-])ccc(N)c1N,[C-]#[N+]c1c(-c2ccc([NH3])c(N)c2[N+]#[C-])ccc(N)c1N,[C-]#[N+]c1c(-c2ccc([NH3])c(N)c2[N+]#[C-])ccc([NH3])c1N
N=C1C=CC(=C2C=CC(=N)C(I)=C2)C=C1I,N=C1C=CC(=C2C=CC(=[NH2+])C(I)=C2)C=C1I,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(I)=C2)C=C1I,N=C1C=C[C](C2=CC=C(N)C(I)=C2)C=C1I,NC1=CC=C([C]2C=CC(=[NH2])C(I)=C2)C=C1I,[NH2]=C1C=C[C](C2=CC=C([NH3])C(I)=C2)C=C1I,Nc1ccc(-c2ccc(N)c(I)c2)cc1I,Nc1ccc(-c2ccc([NH3])c(I)c2)cc1I,[NH3]c1ccc(-c2ccc([NH3])c(I)c2)cc1I
N=C1C=CC(=C2C=CC(=N)C(C=CN)=C2)C=C1C=CN,N=C1C=CC(=C2C=CC(=[NH2+])C(C=CN)=C2)C=C1C=CN,NC=CC1=CC(=C2C=CC(=[NH2+])C(C=CN)=C2)C=CC1=[NH2+],N=C1C=C[C](C2=CC=C(N)C(C=CN)=C2)C=C1C=CN,NC=CC1=C[C](C2=CC=C(N)C(C=CN)=C2)C=CC1=[NH2],NC=CC1=C[C](C2=CC=C([NH3])C(C=CN)=C2)C=CC1=[NH2],NC=Cc1cc(-c2ccc(N)c(C=CN)c2)ccc1N,NC=Cc1cc(-c2ccc([NH3])c(C=CN)c2)ccc1N,NC=Cc1cc(-c2ccc([NH3])c(C=CN)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C(Br)=C2F)C(F)=C1Br,N=C1C=CC(=C2C=CC(=[NH2+])C(Br)=C2F)C(F)=C1Br,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(Br)=C2F)C(F)=C1Br,N=C1C=C[C](C2=CC=C(N)C(Br)=C2F)C(F)=C1Br,NC1=CC=C([C]2C=CC(=[NH2])C(Br)=C2F)C(F)=C1Br,[NH2]=C1C=C[C](C2=CC=C([NH3])C(Br)=C2F)C(F)=C1Br,Nc1ccc(-c2ccc(N)c(Br)c2F)c(F)c1Br,Nc1ccc(-c2ccc([NH3])c(Br)c2F)c(F)c1Br,[NH3]c1ccc(-c2ccc([NH3])c(Br)c2F)c(F)c1Br
N=C1C=CC(=C2C=CC(=N)C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,N=C1C=C[C](C2=CC=C(N)C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,[NH2]=C1C=C[C](C2=CC=C([NH3])C=C2[N+](=O)[O-])C([N+](=O)[O-])=C1,Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,Nc1ccc(-c2ccc([NH3])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,[NH3]c1ccc(-c2ccc([NH3])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
N=C1C=CC(=C2C=CC(=N)C(CC(F)F)=C2)C=C1CC(F)F,N=C1C=CC(=C2C=CC(=[NH2+])C(CC(F)F)=C2)C=C1CC(F)F,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(CC(F)F)=C2)C=C1CC(F)F,N=C1C=C[C](C2=CC=C(N)C(CC(F)F)=C2)C=C1CC(F)F,NC1=CC=C([C]2C=CC(=[NH2])C(CC(F)F)=C2)C=C1CC(F)F,[NH2]=C1C=C[C](C2=CC=C([NH3])C(CC(F)F)=C2)C=C1CC(F)F,Nc1ccc(-c2ccc(N)c(CC(F)F)c2)cc1CC(F)F,Nc1ccc(-c2ccc([NH3])c(CC(F)F)c2)cc1CC(F)F,[NH3]c1ccc(-c2ccc([NH3])c(CC(F)F)c2)cc1CC(F)F
N=C1C=CC(=C2C=CC(=N)C([Se]c3ccccc3)=C2)C=C1[Se]c1ccccc1,N=C1C=CC(=C2C=CC(=[NH2+])C([Se]c3ccccc3)=C2)C=C1[Se]c1ccccc1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C([Se]c3ccccc3)=C2)C=C1[Se]c1ccccc1,N=C1C=C[C](C2=CC=C(N)C([Se]c3ccccc3)=C2)C=C1[Se]c1ccccc1,NC1=CC=C([C]2C=CC(=[NH2])C([Se]c3ccccc3)=C2)C=C1[Se]c1ccccc1,[NH2]=C1C=C[C](C2=CC=C([NH3])C([Se]c3ccccc3)=C2)C=C1[Se]c1ccccc1,Nc1ccc(-c2ccc(N)c([Se]c3ccccc3)c2)cc1[Se]c1ccccc1,Nc1ccc(-c2ccc([NH3])c([Se]c3ccccc3)c2)cc1[Se]c1ccccc1,[NH3]c1ccc(-c2ccc([NH3])c([Se]c3ccccc3)c2)cc1[Se]c1ccccc1
[C-]#[N+]C1=CC(=N)C=CC1=C1C=CC(=N)C=C1[N+]#[C-],[C-]#[N+]C1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1[N+]#[C-],[C-]#[N+]C1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1[N+]#[C-],[C-]#[N+]C1=CC(=N)C=C[C]1C1=C([N+]#[C-])C=C(N)C=C1,[C-]#[N+]C1=CC(=[NH2])C=C[C]1C1=C([N+]#[C-])C=C(N)C=C1,[C-]#[N+]C1=CC(=[NH2])C=C[C]1C1=C([N+]#[C-])C=C([NH3])C=C1,[C-]#[N+]c1cc(N)ccc1-c1ccc(N)cc1[N+]#[C-],[C-]#[N+]c1cc(N)ccc1-c1ccc([NH3])cc1[N+]#[C-],[C-]#[N+]c1cc([NH3])ccc1-c1ccc([NH3])cc1[N+]#[C-]
N=C1C=CC(=C2C=CC(=N)C(C=CCCS)=C2)C=C1C=CCCS,N=C1C=CC(=C2C=CC(=[NH2+])C(C=CCCS)=C2)C=C1C=CCCS,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(C=CCCS)=C2)C=C1C=CCCS,N=C1C=C[C](C2=CC=C(N)C(C=CCCS)=C2)C=C1C=CCCS,NC1=CC=C([C]2C=CC(=[NH2])C(C=CCCS)=C2)C=C1C=CCCS,[NH2]=C1C=C[C](C2=CC=C([NH3])C(C=CCCS)=C2)C=C1C=CCCS,Nc1ccc(-c2ccc(N)c(C=CCCS)c2)cc1C=CCCS,Nc1ccc(-c2ccc([NH3])c(C=CCCS)c2)cc1C=CCCS,[NH3]c1ccc(-c2ccc([NH3])c(C=CCCS)c2)cc1C=CCCS
[N-]=[N+]=NCCC=CC1=CC(=C2C=CC(=N)C(C=CCCN=[N+]=[N-])=C2)C=CC1=N,[N-]=[N+]=NCCC=CC1=CC(=C2C=CC(=[NH2+])C(C=CCCN=[N+]=[N-])=C2)C=CC1=N,[N-]=[N+]=NCCC=CC1=CC(=C2C=CC(=[NH2+])C(C=CCCN=[N+]=[N-])=C2)C=CC1=[NH2+],[N-]=[N+]=NCCC=CC1=C[C](C2=CC=C(N)C(C=CCCN=[N+]=[N-])=C2)C=CC1=N,[N-]=[N+]=NCCC=CC1=C[C](C2=CC=C(N)C(C=CCCN=[N+]=[N-])=C2)C=CC1=[NH2],[N-]=[N+]=NCCC=CC1=C[C](C2=CC=C([NH3])C(C=CCCN=[N+]=[N-])=C2)C=CC1=[NH2],[N-]=[N+]=NCCC=Cc1cc(-c2ccc(N)c(C=CCCN=[N+]=[N-])c2)ccc1N,[N-]=[N+]=NCCC=Cc1cc(-c2ccc([NH3])c(C=CCCN=[N+]=[N-])c2)ccc1N,[N-]=[N+]=NCCC=Cc1cc(-c2ccc([NH3])c(C=CCCN=[N+]=[N-])c2)ccc1[NH3]
CSSC1=CC(=C2C=CC(=N)C(SSC)=C2)C=CC1=N,CSSC1=CC(=C2C=CC(=[NH2+])C(SSC)=C2)C=CC1=N,CSSC1=CC(=C2C=CC(=[NH2+])C(SSC)=C2)C=CC1=[NH2+],CSSC1=C[C](C2=CC=C(N)C(SSC)=C2)C=CC1=N,CSSC1=C[C](C2=CC=C(N)C(SSC)=C2)C=CC1=[NH2],CSSC1=C[C](C2=CC=C([NH3])C(SSC)=C2)C=CC1=[NH2],CSSc1cc(-c2ccc(N)c(SSC)c2)ccc1N,CSSc1cc(-c2ccc([NH3])c(SSC)c2)ccc1N,CSSc1cc(-c2ccc([NH3])c(SSC)c2)ccc1[NH3]
CC1=CC(=C2C=CC(=N)C(C)=C2)C=CC1=N,CC1=CC(=C2C=CC(=[NH2+])C(C)=C2)C=CC1=N,CC1=CC(=C2C=CC(=[NH2+])C(C)=C2)C=CC1=[NH2+],CC1=C[C](C2=CC=C(N)C(C)=C2)C=CC1=N,CC1=C[C](C2=CC=C(N)C(C)=C2)C=CC1=[NH2],CC1=C[C](C2=CC=C([NH3])C(C)=C2)C=CC1=[NH2],Cc1cc(-c2ccc(N)c(C)c2)ccc1N,Cc1cc(-c2ccc([NH3])c(C)c2)ccc1N,Cc1cc(-c2ccc([NH3])c(C)c2)ccc1[NH3]
N=C1C=CC(=C2C=CC(=N)C=C2CC2(N)CC2)C(CC2(N)CC2)=C1,N=C1C=CC(=C2C=CC(=[NH2+])C=C2CC2(N)CC2)C(CC2(N)CC2)=C1,NC1(CC2=CC(=[NH2+])C=CC2=C2C=CC(=[NH2+])C=C2CC2(N)CC2)CC1,N=C1C=C[C](C2=CC=C(N)C=C2CC2(N)CC2)C(CC2(N)CC2)=C1,NC1=CC=C([C]2C=CC(=[NH2])C=C2CC2(N)CC2)C(CC2(N)CC2)=C1,NC1(CC2=CC(=[NH2])C=C[C]2C2=CC=C([NH3])C=C2CC2(N)CC2)CC1,Nc1ccc(-c2ccc(N)cc2CC2(N)CC2)c(CC2(N)CC2)c1,Nc1ccc(-c2ccc([NH3])cc2CC2(N)CC2)c(CC2(N)CC2)c1,NC1(Cc2cc([NH3])ccc2-c2ccc([NH3])cc2CC2(N)CC2)CC1
N=C1C=CC(=C2C=CC(=N)C(c3ccccc3)=C2)C=C1c1ccccc1,N=C1C=CC(=C2C=CC(=[NH2+])C(c3ccccc3)=C2)C=C1c1ccccc1,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(c3ccccc3)=C2)C=C1c1ccccc1,N=C1C=C[C](C2=CC=C(N)C(c3ccccc3)=C2)C=C1c1ccccc1,NC1=CC=C([C]2C=CC(=[NH2])C(c3ccccc3)=C2)C=C1c1ccccc1,[NH2]=C1C=C[C](C2=CC=C([NH3])C(c3ccccc3)=C2)C=C1c1ccccc1,Nc1ccc(-c2ccc(N)c(-c3ccccc3)c2)cc1-c1ccccc1,Nc1ccc(-c2ccc([NH3])c(-c3ccccc3)c2)cc1-c1ccccc1,[NH3]c1ccc(-c2ccc([NH3])c(-c3ccccc3)c2)cc1-c1ccccc1
N=C1C=CC(=C2C=CC(=N)C(C=CCCBr)=C2)C=C1C=CCCBr,N=C1C=CC(=C2C=CC(=[NH2+])C(C=CCCBr)=C2)C=C1C=CCCBr,[NH2+]=C1C=CC(=C2C=CC(=[NH2+])C(C=CCCBr)=C2)C=C1C=CCCBr,N=C1C=C[C](C2=CC=C(N)C(C=CCCBr)=C2)C=C1C=CCCBr,NC1=CC=C([C]2C=CC(=[NH2])C(C=CCCBr)=C2)C=C1C=CCCBr,[NH2]=C1C=C[C](C2=CC=C([NH3])C(C=CCCBr)=C2)C=C1C=CCCBr,Nc1ccc(-c2ccc(N)c(C=CCCBr)c2)cc1C=CCCBr,Nc1ccc(-c2ccc([NH3])c(C=CCCBr)c2)cc1C=CCCBr,[NH3]c1ccc(-c2ccc([NH3])c(C=CCCBr)c2)cc1C=CCCBr
CC(C)(C)C1=CC(=C2C=CC(=N)C(C(C)(C)C)=C2)C=CC1=N,CC(C)(C)C1=CC(=C2C=CC(=[NH2+])C(C(C)(C)C)=C2)C=CC1=N,CC(C)(C)C1=CC(=C2C=CC(=[NH2+])C(C(C)(C)C)=C2)C=CC1=[NH2+],CC(C)(C)C1=C[C](C2=CC=C(N)C(C(C)(C)C)=C2)C=CC1=N,CC(C)(C)C1=C[C](C2=CC=C(N)C(C(C)(C)C)=C2)C=CC1=[NH2],CC(C)(C)C1=C[C](C2=CC=C([NH3])C(C(C)(C)C)=C2)C=CC1=[NH2],CC(C)(C)c1cc(-c2ccc(N)c(C(C)(C)C)c2)ccc1N,CC(C)(C)c1cc(-c2ccc([NH3])c(C(C)(C)C)c2)ccc1N,CC(C)(C)c1cc(-c2ccc([NH3])c(C(C)(C)C)c2)ccc1[NH3]
N=C1C=C(F)C(=C2C(F)=CC(=N)C(Br)=C2F)C(F)=C1Br,N=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(Br)=C2F)C(F)=C1Br,[NH2+]=C1C=C(F)C(=C2C(F)=CC(=[NH2+])C(Br)=C2F)C(F)=C1Br,N=C1C=C(F)[C](C2=C(F)C=C(N)C(Br)=C2F)C(F)=C1Br,NC1=CC(F)=C([C]2C(F)=CC(=[NH2])C(Br)=C2F)C(F)=C1Br,[NH2]=C1C=C(F)[C](C2=C(F)C=C([NH3])C(Br)=C2F)C(F)=C1Br,Nc1cc(F)c(-c2c(F)cc(N)c(Br)c2F)c(F)c1Br,Nc1cc(F)c(-c2c(F)cc([NH3])c(Br)c2F)c(F)c1Br,[NH3]c1cc(F)c(-c2c(F)cc([NH3])c(Br)c2F)c(F)c1Br
C=CC1=CC(=N)C=CC1=C1C=CC(=N)C=C1C=C,C=CC1=CC(=N)C=CC1=C1C=CC(=[NH2+])C=C1C=C,C=CC1=CC(=[NH2+])C=CC1=C1C=CC(=[NH2+])C=C1C=C,C=CC1=CC(=N)C=C[C]1C1=C(C=C)C=C(N)C=C1,C=CC1=CC(=[NH2])C=C[C]1C1=C(C=C)C=C(N)C=C1,C=CC1=CC(=[NH2])C=C[C]1C1=C(C=C)C=C([NH3])C=C1,C=Cc1cc(N)ccc1-c1ccc(N)cc1C=C,C=Cc1cc(N)ccc1-c1ccc([NH3])cc1C=C,C=Cc1cc([NH3])ccc1-c1ccc([NH3])cc1C=C
C[Si](C)(C)C1=CC(=N)C=C(Br)C1=C1C(Br)=CC(=N)C=C1[Si](C)(C)C,C[Si](C)(C)C1=CC(=N)C=C(Br)C1=C1C(Br)=CC(=[NH2+])C=C1[Si](C)(C)C,C[Si](C)(C)C1=CC(=[NH2+])C=C(Br)C1=C1C(Br)=CC(=[NH2+])C=C1[Si](C)(C)C,C[Si](C)(C)C1=CC(=N)C=C(Br)[C]1C1=C([Si](C)(C)C)C=C(N)C=C1Br,C[Si](C)(C)C1=CC(=[NH2])C=C(Br)[C]1C1=C([Si](C)(C)C)C=C(N)C=C1Br,C[Si](C)(C)C1=CC(=[NH2])C=C(Br)[C]1C1=C([Si](C)(C)C)C=C([NH3])C=C1Br,C[Si](C)(C)c1cc(N)cc(Br)c1-c1c(Br)cc(N)cc1[Si](C)(C)C,C[Si](C)(C)c1cc(N)cc(Br)c1-c1c(Br)cc([NH3])cc1[Si](C)(C)C,C[Si](C)(C)c1cc([NH3])cc(Br)c1-c1c(Br)cc([NH3])cc1[Si](C)(C)C
N=C1C=C(N)C(=C2C=C(Br)C(=N)C=C2N)C=C1Br,N=C1C=C(N)C(=C2C=C(Br)C(=[NH2+])C=C2N)C=C1Br,NC1=CC(=[NH2+])C(Br)=CC1=C1C=C(Br)C(=[NH2+])C=C1N,N=C1C=C(N)[C](C2=C(N)C=C(N)C(Br)=C2)C=C1Br,NC1=CC(=[NH2])C(Br)=C[C]1C1=C(N)C=C(N)C(Br)=C1,NC1=CC(=[NH2])C(Br)=C[C]1C1=C(N)C=C([NH3])C(Br)=C1,Nc1cc(N)c(-c2cc(Br)c(N)cc2N)cc1Br,Nc1cc(N)c(-c2cc(Br)c([NH3])cc2N)cc1Br,Nc1cc([NH3])c(Br)cc1-c1cc(Br)c([NH3])cc1N
